Gene,Function,GOID,Cat
AT2G36990,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT3G16200,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT3G53920,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT3G57080,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT1G64860,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT2G24120,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT5G45140,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT1G60850,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT1G68990,DNA-directed 5'-3' RNA polymerase activity,GO:0003899,func
AT3G49500,DNA-directed DNA polymerase activity,GO:0003887,func
AT1G34380,DNA-directed DNA polymerase activity,GO:0003887,func
AT1G50840,DNA-directed DNA polymerase activity,GO:0003887,func
AT5G14620,DNA-methyltransferase activity,GO:0009008,func
AT5G64170,"DNA-templated transcription, elongation",GO:0006354,proc
AT2G36990,"DNA-templated transcription, initiation",GO:0006352,proc
AT1G04950,"DNA-templated transcription, initiation",GO:0006352,proc
AT5G13730,"DNA-templated transcription, initiation",GO:0006352,proc
AT3G53920,"DNA-templated transcription, initiation",GO:0006352,proc
AT1G64860,"DNA-templated transcription, initiation",GO:0006352,proc
AT4G38160,"DNA-templated transcription, termination",GO:0006353,proc
AT5G55580,"DNA-templated transcription, termination",GO:0006353,proc
AT4G26370,"DNA-templated transcription, termination",GO:0006353,proc
AT1G06190,"DNA-templated transcription, termination",GO:0006353,proc
AT4G02990,"DNA-templated transcription, termination",GO:0006353,proc
AT3G06860,dodecenoyl-CoA delta-isomerase activity,GO:0004165,func
AT3G45040,dolichol kinase activity,GO:0004168,func
AT1G02145,dolichol-linked oligosaccharide biosynthetic process,GO:0006488,proc
AT4G16710,dolichol-linked oligosaccharide biosynthetic process,GO:0006488,proc
AT3G45040,dolichyl monophosphate biosynthetic process,GO:0043048,proc
AT1G02145,"dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity",GO:0052824,func
AT1G02145,"dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity",GO:0052917,func
AT2G01110,double fertilization forming a zygote and endosperm,GO:0009567,proc
AT5G02100,double fertilization forming a zygote and endosperm,GO:0009567,proc
AT3G59760,double fertilization forming a zygote and endosperm,GO:0009567,proc
AT2G43750,double fertilization forming a zygote and endosperm,GO:0009567,proc
AT4G00050,double fertilization forming a zygote and endosperm,GO:0009567,proc
AT4G13640,double fertilization forming a zygote and endosperm,GO:0009567,proc
AT2G16900,double-strand break repair,GO:0006302,proc
AT4G35110,double-strand break repair,GO:0006302,proc
AT5G15170,double-strand break repair,GO:0006302,proc
AT1G08130,double-strand break repair,GO:0006302,proc
AT2G31320,double-strand break repair,GO:0006302,proc
AT2G24490,double-strand break repair via homologous recombination,GO:0000724,proc
AT1G74560,double-strand break repair via homologous recombination,GO:0000724,proc
AT3G26680,double-strand break repair via nonhomologous end joining,GO:0006303,proc
AT2G41460,double-stranded DNA 3'-5' exodeoxyribonuclease activity,GO:0008311,func
AT2G36000,double-stranded DNA binding,GO:0003690,func
AT2G24490,double-stranded DNA binding,GO:0003690,func
AT1G48620,double-stranded DNA binding,GO:0003690,func
AT2G32080,double-stranded DNA binding,GO:0003690,func
AT5G15170,double-stranded DNA binding,GO:0003690,func
AT4G38160,double-stranded DNA binding,GO:0003690,func
AT5G55580,double-stranded DNA binding,GO:0003690,func
AT2G18050,double-stranded DNA binding,GO:0003690,func
AT4G02990,double-stranded DNA binding,GO:0003690,func
AT3G14980,double-stranded methylated DNA binding,GO:0010385,func
AT1G24450,double-stranded RNA binding,GO:0003725,func
AT3G62800,double-stranded RNA binding,GO:0003725,func
AT3G26932,double-stranded RNA binding,GO:0003725,func
AT4G37510,double-stranded RNA binding,GO:0003725,func
AT4G21670,double-stranded RNA binding,GO:0003725,func
AT5G13820,double-stranded telomeric DNA binding,GO:0003691,func
AT5G59430,double-stranded telomeric DNA binding,GO:0003691,func
AT3G18830,D-ribose transmembrane transporter activity,GO:0015591,func
AT3G10500,drought recovery,GO:0009819,proc
AT4G03260,drought recovery,GO:0009819,proc
AT1G71140,drug export,GO:0046618,proc
AT2G21340,drug transmembrane transport,GO:0006855,proc
AT2G04040,drug transmembrane transport,GO:0006855,proc
AT2G04050,drug transmembrane transport,GO:0006855,proc
AT1G15520,drug transmembrane transport,GO:0006855,proc
AT1G30400,drug transmembrane transport,GO:0006855,proc
AT2G47800,drug transmembrane transport,GO:0006855,proc
AT5G52450,drug transmembrane transport,GO:0006855,proc
AT5G52050,drug transmembrane transport,GO:0006855,proc
AT3G21690,drug transmembrane transport,GO:0006855,proc
AT1G71140,drug transmembrane transport,GO:0006855,proc
AT2G34360,drug transmembrane transport,GO:0006855,proc
AT2G04100,drug transmembrane transport,GO:0006855,proc
AT2G21340,drug transmembrane transporter activity,GO:0015238,func
AT2G04040,drug transmembrane transporter activity,GO:0015238,func
AT2G04050,drug transmembrane transporter activity,GO:0015238,func
AT5G52450,drug transmembrane transporter activity,GO:0015238,func
AT5G52050,drug transmembrane transporter activity,GO:0015238,func
AT3G21690,drug transmembrane transporter activity,GO:0015238,func
AT1G71140,drug transmembrane transporter activity,GO:0015238,func
AT2G34360,drug transmembrane transporter activity,GO:0015238,func
AT2G04100,drug transmembrane transporter activity,GO:0015238,func
AT3G62830,"dTDP-glucose 4,6-dehydratase activity",GO:0008460,func
AT1G78570,"dTDP-glucose 4,6-dehydratase activity",GO:0008460,func
AT3G62830,dTDP-rhamnose biosynthetic process,GO:0019305,proc
AT3G04080,dTTP phosphohydrolase activity,GO:0102488,func
AT3G04080,dUTP phosphohydrolase activity,GO:0102487,func
AT2G47650,D-xylose metabolic process,GO:0042732,proc
AT3G62830,D-xylose metabolic process,GO:0042732,proc
AT3G18830,D-xylose transmembrane transporter activity,GO:0015148,func
AT4G15930,dynein intermediate chain binding,GO:0045505,func
AT5G20110,dynein intermediate chain binding,GO:0045505,func
AT1G23220,dynein intermediate chain binding,GO:0045505,func
AT4G15930,dynein light intermediate chain binding,GO:0051959,func
AT5G20110,dynein light intermediate chain binding,GO:0051959,func
AT1G23220,dynein light intermediate chain binding,GO:0051959,func
AT3G09980,effector dependent induction by symbiont of host immune response,GO:0080185,proc
AT1G54500,electron transfer activity,GO:0009055,func
AT5G44380,electron transfer activity,GO:0009055,func
AT2G34810,electron transfer activity,GO:0009055,func
AT5G20230,electron transfer activity,GO:0009055,func
AT1G30700,electron transfer activity,GO:0009055,func
AT4G34890,electron transfer activity,GO:0009055,func
AT3G24170,electron transfer activity,GO:0009055,func
AT3G27380,electron transfer activity,GO:0009055,func
AT2G27510,electron transfer activity,GO:0009055,func
AT3G07480,electron transfer activity,GO:0009055,func
AT3G17240,electron transfer activity,GO:0009055,func
AT5G66760,electron transfer activity,GO:0009055,func
AT4G20830,electron transfer activity,GO:0009055,func
AT1G64500,electron transfer activity,GO:0009055,func
AT2G05620,electron transfer activity,GO:0009055,func
AT4G29890,electron transfer activity,GO:0009055,func
AT4G14890,electron transfer activity,GO:0009055,func
AT1G60950,electron transfer activity,GO:0009055,func
AT1G76100,electron transfer activity,GO:0009055,func
AT1G26390,electron transfer activity,GO:0009055,func
AT5G22140,electron transfer activity,GO:0009055,func
AT4G10040,electron transfer activity,GO:0009055,func
AT5G42150,electron transfer activity,GO:0009055,func
AT4G32360,electron transfer activity,GO:0009055,func
ATMG00160,electron transport chain,GO:0022900,proc
AT2G27510,electron transport chain,GO:0022900,proc
AT5G17770,electron transport chain,GO:0022900,proc
AT4G14890,electron transport chain,GO:0022900,proc
AT4G32360,electron transport chain,GO:0022900,proc
AT4G03280,"electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity",GO:0046028,func
AT3G27240,"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity",GO:0045153,func
AT4G03280,"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity",GO:0045158,func
AT4G05180,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity",GO:0045156,func
AT5G66190,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity",GO:0045156,func
AT4G21280,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity",GO:0045156,func
AT5G66190,"electron transporter, transferring electrons within the noncyclic electron transport pathway of photosynthesis activity",GO:0045157,func
AT5G22140,electron-transferring-flavoprotein dehydrogenase activity,GO:0004174,func
AT2G28000,embryo development,GO:0009790,proc
AT3G06430,embryo development,GO:0009790,proc
AT4G01360,embryo development,GO:0009790,proc
AT3G14020,embryo development,GO:0009790,proc
AT2G34630,embryo development,GO:0009790,proc
AT2G46080,embryo development,GO:0009790,proc
AT5G04810,embryo development,GO:0009790,proc
AT5G22640,embryo development,GO:0009790,proc
AT5G64580,embryo development,GO:0009790,proc
AT3G08950,embryo development,GO:0009790,proc
AT4G02990,embryo development,GO:0009790,proc
AT5G18570,embryo development,GO:0009790,proc
AT1G01550,embryo development,GO:0009790,proc
AT2G35510,embryo development,GO:0009790,proc
AT1G13980,embryo development ending in seed dormancy,GO:0009793,proc
AT1G79560,embryo development ending in seed dormancy,GO:0009793,proc
AT3G04340,embryo development ending in seed dormancy,GO:0009793,proc
AT3G06430,embryo development ending in seed dormancy,GO:0009793,proc
AT3G16290,embryo development ending in seed dormancy,GO:0009793,proc
AT3G18110,embryo development ending in seed dormancy,GO:0009793,proc
AT3G52940,embryo development ending in seed dormancy,GO:0009793,proc
AT5G16715,embryo development ending in seed dormancy,GO:0009793,proc
AT1G36160,embryo development ending in seed dormancy,GO:0009793,proc
AT3G55610,embryo development ending in seed dormancy,GO:0009793,proc
AT3G19580,embryo development ending in seed dormancy,GO:0009793,proc
AT4G36480,embryo development ending in seed dormancy,GO:0009793,proc
AT4G34200,embryo development ending in seed dormancy,GO:0009793,proc
AT2G19450,embryo development ending in seed dormancy,GO:0009793,proc
AT1G07890,embryo development ending in seed dormancy,GO:0009793,proc
AT1G20200,embryo development ending in seed dormancy,GO:0009793,proc
AT5G04920,embryo development ending in seed dormancy,GO:0009793,proc
AT3G08640,embryo development ending in seed dormancy,GO:0009793,proc
AT1G48850,embryo development ending in seed dormancy,GO:0009793,proc
AT4G34710,embryo development ending in seed dormancy,GO:0009793,proc
AT3G06350,embryo development ending in seed dormancy,GO:0009793,proc
AT3G55620,embryo development ending in seed dormancy,GO:0009793,proc
AT3G47520,embryo development ending in seed dormancy,GO:0009793,proc
AT3G48750,embryo development ending in seed dormancy,GO:0009793,proc
AT4G34620,embryo development ending in seed dormancy,GO:0009793,proc
AT3G53700,embryo development ending in seed dormancy,GO:0009793,proc
AT1G05190,embryo development ending in seed dormancy,GO:0009793,proc
AT1G08910,embryo development ending in seed dormancy,GO:0009793,proc
AT1G10510,embryo development ending in seed dormancy,GO:0009793,proc
AT3G20440,embryo development ending in seed dormancy,GO:0009793,proc
AT1G30610,embryo development ending in seed dormancy,GO:0009793,proc
AT5G53860,embryo development ending in seed dormancy,GO:0009793,proc
AT4G04040,embryo development ending in seed dormancy,GO:0009793,proc
AT2G04842,embryo development ending in seed dormancy,GO:0009793,proc
AT2G21710,embryo development ending in seed dormancy,GO:0009793,proc
AT5G02250,embryo development ending in seed dormancy,GO:0009793,proc
AT5G22640,embryo development ending in seed dormancy,GO:0009793,proc
AT3G18390,embryo development ending in seed dormancy,GO:0009793,proc
AT4G04350,embryo development ending in seed dormancy,GO:0009793,proc
AT5G48840,embryo development ending in seed dormancy,GO:0009793,proc
AT3G29290,embryo development ending in seed dormancy,GO:0009793,proc
AT4G21190,embryo development ending in seed dormancy,GO:0009793,proc
AT4G39620,embryo development ending in seed dormancy,GO:0009793,proc
AT4G30580,embryo development ending in seed dormancy,GO:0009793,proc
AT4G29060,embryo development ending in seed dormancy,GO:0009793,proc
AT5G26742,embryo development ending in seed dormancy,GO:0009793,proc
AT3G08950,embryo development ending in seed dormancy,GO:0009793,proc
AT2G04030,embryo development ending in seed dormancy,GO:0009793,proc
AT3G61780,embryo development ending in seed dormancy,GO:0009793,proc
AT2G31530,embryo development ending in seed dormancy,GO:0009793,proc
AT5G63420,embryo development ending in seed dormancy,GO:0009793,proc
AT5G22800,embryo development ending in seed dormancy,GO:0009793,proc
AT1G12770,embryo development ending in seed dormancy,GO:0009793,proc
AT3G12080,embryo development ending in seed dormancy,GO:0009793,proc
AT5G57930,embryo development ending in seed dormancy,GO:0009793,proc
AT5G18570,embryo development ending in seed dormancy,GO:0009793,proc
AT3G48110,embryo development ending in seed dormancy,GO:0009793,proc
AT1G68990,embryo development ending in seed dormancy,GO:0009793,proc
AT5G49930,embryo development ending in seed dormancy,GO:0009793,proc
AT3G06430,embryo sac development,GO:0009553,proc
AT5G17020,embryo sac development,GO:0009553,proc
AT2G02810,embryo sac development,GO:0009553,proc
AT5G60410,embryo sac development,GO:0009553,proc
AT1G14360,embryo sac development,GO:0009553,proc
AT5G52820,embryo sac development,GO:0009553,proc
AT1G01690,embryo sac development,GO:0009553,proc
AT5G39340,embryo sac egg cell differentiation,GO:0009560,proc
AT1G13980,embryonic pattern specification,GO:0009880,proc
AT1G04550,embryonic pattern specification,GO:0009880,proc
AT5G04810,embryonic pattern specification,GO:0009880,proc
AT1G10050,"endo-1,4-beta-xylanase activity",GO:0031176,func
AT4G39990,endocytic recycling,GO:0032456,proc
AT3G20290,endocytic recycling,GO:0032456,proc
AT1G13980,endocytosis,GO:0006897,proc
AT3G56960,endocytosis,GO:0006897,proc
AT5G57015,endocytosis,GO:0006897,proc
AT3G20290,endocytosis,GO:0006897,proc
AT5G13300,endocytosis,GO:0006897,proc
AT3G15380,endocytosis,GO:0006897,proc
AT4G14950,endomembrane system organization,GO:0010256,proc
AT1G67660,endonuclease activity,GO:0004519,func
AT4G31150,endonuclease activity,GO:0004519,func
AT2G23840,endonuclease activity,GO:0004519,func
AT1G65070,endonuclease activity,GO:0004519,func
AT4G21585,endonuclease activity,GO:0004519,func
AT2G41460,endonuclease activity,GO:0004519,func
AT5G63420,endonuclease activity,GO:0004519,func
AT5G46390,endopeptidase activity,GO:0004175,func
AT1G28320,endopeptidase activity,GO:0004175,func
AT1G51980,endopeptidase activity,GO:0004175,func
AT4G31300,endopeptidase activity,GO:0004175,func
AT5G60750,endopeptidase activity,GO:0004175,func
AT2G31440,endopeptidase activity,GO:0004175,func
AT4G17740,endopeptidase activity,GO:0004175,func
AT2G27020,endopeptidase activity,GO:0004175,func
AT2G30440,endopeptidase activity,GO:0004175,func
AT1G54030,endoplasmic reticulum organization,GO:0007029,proc
AT3G63460,endoplasmic reticulum organization,GO:0007029,proc
AT2G22770,endoplasmic reticulum organization,GO:0007029,proc
AT1G21900,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT1G29330,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT5G47200,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT3G63460,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT3G47700,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT1G26670,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT3G11730,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT3G62560,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT2G20930,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT5G48660,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT5G46750,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT3G07680,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006888,proc
AT4G23630,endoplasmic reticulum tubular network organization,GO:0071786,proc
